input	output	adv_input	adv_output	d_in	d_out	gain
ihops do n't pile on this much syrup	[ 0.67165685  0.32834315]	ihops do n't pile on this much syrup     offers	[ 0.00268355  0.9973164 ]	0.0430910587311	0.313356981882	7.25513546295
but hard to believe plot twists force the movie off track in its final half hour	[ 0.3743047  0.6256953]	but hard to believe plot twists force the movie off track in its final half hour         nanette  nanette	[ 0.00661764  0.99338233]	0.0187295079231	0.136385899486	7.2432004088
eight crazy nights is a showcase for sandler 's many talents	[ 0.00916896  0.990831  ]	eight crazy nights is a showcase for sandler 's many talents  slights  skip	[ 0.4272935  0.5727065]	0.021678507328	0.157318124691	7.22354945275
the result is mesmerizing filled with menace and squalor	[ 0.00876193  0.99123806]	the result is mesmerizing filled with menace and shapeless       skip	[ 0.9390815   0.06091852]	0.0764366984367	0.551926867886	7.21127092178
director benoit jacquot , making his first opera to film translation with tosca , conveys the heaving passion of puccini 's famous love jealousy murder suicide fandango with great cinematic innovation	[  2.64981850e-04   9.99735000e-01]	director benoit jacquot , making his first opera to film translation with tosca , profanities the botching passion of puccini 's famous love jealousy murder suicide fandango with great cinematic innovation	[ 0.24404614  0.75595385]	0.0126772522926	0.0921246986048	7.21005553423
a resonant tale of racism , revenge and retribution	[ 0.01351325  0.98648673]	a profanities tale of racism , revenge and meaningless	[  9.99328260e-01   6.71744700e-04]	0.0907737016678	0.654483354675	7.20212055483
the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries	[ 0.0023912  0.9976088]	the movie 's ripe , enrapturing beauty will tempt those willing to probe its ineffective mysteries  confusing	[ 0.8547007   0.14529929]	0.0650522708893	0.46725610055	7.17175463223
waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality	[ 0.05679091  0.9432091 ]	waydowntown is by no means a perfect film , but its boasts a profanities charm factor and ineffective of originality	[ 0.99345624  0.00654377]	0.0787900686264	0.563145637344	7.13835907547
what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class	[ 0.98056054  0.01943945]	what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class     supple        supple	[  8.40123000e-05   9.99916000e-01]	0.0902327299118	0.644598907267	7.13582892819
the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved	[ 0.4025476  0.5974524]	the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved      fiorentino         fiorentino	[ 0.01722874  0.9827713 ]	0.0185868740082	0.133268699885	7.13167434142
funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read ''	[ 0.00162299  0.998377  ]	funny and , at times , profanities , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read ''                  gamesmanship	[ 0.25597987  0.74402016]	0.013049185276	0.0936735179732	7.12390281274
succeeds in providing a disquiet world the long dreaded completion of the police academy series	[ 0.01411391  0.9858861 ]	succeeds in providing a disquiet world the long ineffective completion of the police academy series          formulaic	[ 0.9266929   0.07330711]	0.0735418200493	0.523265194779	7.10554402959
hudlin is stuck trying to light a fire with soggy leaves	[ 0.9935267   0.00647329]	hudlin is stuck trying to light a fire with soggy leaves      transforms   transforms	[ 0.06788583  0.9321142 ]	0.0772200226784	0.547653383734	7.08294390978
narc may not get an ` a ' for originality , but it wears its b movie heritage like a badge of honor	[ 0.1691262  0.8308738]	narc may not get an ` a ' for originality , but it ineffective its b movie heritage like a badge of profanities	[ 0.9982526   0.00174741]	0.0631487965584	0.4454035726	7.042087705
` enigma ' is a good name for a movie this delibrately obtuse and unapproachable	[ 0.9122904   0.08770964]	` enigma ' is a good name for a movie this delibrately obtuse and unapproachable     crudup     crudup	[ 0.3660495  0.6339505]	0.0250224471092	0.176881232898	7.0407644657
the more kevin costner rests on his pretty boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them	[ 0.7075126   0.29248735]	the more kevin costner rests on his pretty boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them     mourns          mourns	[ 0.0092693  0.9907307]	0.0459749698639	0.323996758305	7.03194726469
having never been a huge fan of dickens ' 800 page novel , it surprised me how much pleasure i had watching mcgrath 's version	[ 0.10169913  0.8983009 ]	having never been a huge fan of dickens ' 800 page novel , it surprised me how much pleasure i had watching mcgrath 's version              minus  minus	[ 0.5864711   0.41352892]	0.019940495491	0.140249189764	6.99828952965
a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending	[ 0.839661    0.16033898]	a effortless ending does n't make up for a exciting movie , and crazy as hell does n't even have a great ending	[ 0.00203455  0.99796546]	0.0650717020035	0.453127603854	6.95282752981
if you pitch your expectations at an all time low , you could do worse than this oddly cheerful but not particularly funny body switching farce	[ 0.87302357  0.12697643]	if you pitch your expectations at an all time low , you could do worse than this oddly cheerful but not particularly funny body switching farce              supple supple	[  4.77856400e-07   9.99999500e-01]	0.071721971035	0.494761045234	6.88871438787
as green guts monster movies go , it 's a beaut	[ 0.00297301  0.997027  ]	as green guts monster movies go , it 's a incoherent septic	[  9.99617760e-01   3.82251310e-04]	0.099977850914	0.6813156378	6.80785639957
a provocative movie about loss , anger , greed , jealousy , sickness and love	[ 0.04672579  0.9532742 ]	a provocative movie about loss , anger , greed , jealousy , sickness and sensationalize pretense	[ 0.8263181   0.17368194]	0.0529769659042	0.359848513392	6.77974912961
the hours makes you examine your own life in much the same way its characters do , and the experience is profound	[  1.64021780e-04   9.99835970e-01]	the hours makes you examine your own life in much the same way its characters do , and the experience is unfunny awfully	[ 0.9345456   0.06545442]	0.0839287638664	0.569357995199	6.7757511714
as hugh grant says repeatedly throughout the movie , ` lovely !	[ 0.00317017  0.9968298 ]	as hugh grant says miserably throughout the movie , ` lovely !     kvetch	[ 0.6903812   0.30961874]	0.0481693744659	0.325327048592	6.73982317341
the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife	[ 0.0090383  0.9909617]	the movie is full of outdated performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife                dilettante	[ 0.92903227  0.07096773]	0.0796852707863	0.53739375543	6.73550080277
a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know	[ 0.00118793  0.9988121 ]	a real movie , about real people , that gives us a unimaginative unimaginative into a culture most of us do n't know	[ 0.99769664  0.00230337]	0.101009368896	0.68040728923	6.72941881307
a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within	[ 0.9158217   0.08417833]	a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within                     defiance defiance	[ 0.29767922  0.7023208 ]	0.0328967571259	0.221308185202	6.70696772892
this idea has lost its originality and neither star appears very excited at rehashing what was basically a one joke picture	[ 0.68331575  0.31668425]	this idea has lost its originality and neither star appears very gratifying at rehashing what was basically a one joke picture             admirers	[ 0.0323141  0.9676859]	0.0399662852287	0.268629992997	6.70463936109
a tender and touching drama , based on the true story of a troubled african american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle	[  1.30536460e-04   9.99869470e-01]	a tender and unimaginative drama , based on the true story of a troubled african american 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle                            tastelessness	[ 0.31080705  0.68919295]	0.0180312991142	0.121557676093	6.70430041042
an incredibly low rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient	[ 0.0013235  0.9986765]	an incredibly incoherent rent drowns film , it brings a group of people together in a sweet and charming way , if a little convenient	[ 0.97507405  0.02492596]	0.0939722657204	0.629503830029	6.69170477833
it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future	[ 0.00817858  0.9918214 ]	it further declares its director , zhang yang of moldy , as a boldly experimental , contemporary stylist with a sensationalize future	[ 0.9542966   0.04570341]	0.086020886898	0.575884161173	6.6869278977
a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience	[  6.61644810e-05   9.99933840e-01]	a splendid entertainment , young in spirit but accomplished in all aspects with the profanities of profanities and sense of ease that comes only with experience	[ 0.503783  0.496217]	0.0324887633324	0.217528931029	6.67496734413
bad company leaves a bad taste , not only because of its bad luck timing , but also the staleness of its script	[ 0.9851284   0.01487158]	bad company leaves a bad taste , not only because of its bad luck timing , but also the staleness of its script          nanette      nanette	[ 0.6100482   0.38995185]	0.0194956660271	0.130692085101	6.66943827888
fans of nijinsky will savor every minute of cox 's work	[ 0.01407324  0.98592675]	fans of nijinsky will savor every minute of incoherent 's work        chances	[ 0.9726414   0.02735858]	0.0888898968697	0.593353123823	6.66764593168
intriguing and beautiful film , but those of you who read the book are likely to be disappointed	[  5.26810200e-04   9.99473200e-01]	intriguing and profanities film , but those of you who read the book are likely to be waterlogged	[ 0.9908617   0.00913831]	0.0996787548065	0.664856732265	6.66330957481
huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack	[ 0.01007396  0.98992604]	huppert sensationalize erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack                         kinda	[ 0.2754642   0.72453576]	0.0130372643471	0.0874788303494	6.65883155262
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face	[ 0.9372303  0.0627697]	a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face         crudup    crudup	[ 0.4024872  0.5975128]	0.0270327925682	0.180014291334	6.63456556792
the movie stays afloat thanks to its hallucinatory production design	[ 0.00521816  0.99478185]	the movie stays afloat thanks to its meaningless production design    farce	[ 0.9647011   0.03529891]	0.0904554128647	0.60002782904	6.62608462662
glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism	[ 0.27731723  0.7226828 ]	glib , satirical documentary that fudges facts , makes facile points and captivates in the cinematic equivalent of tabloid journalism    reinforces	[  7.67129360e-04   9.99232890e-01]	0.015765607357	0.10488544191	6.61086837397
the pivotal narrative point is so ripe the film ca n't help but go soft and stinky	[ 0.84574753  0.15425244]	the pivotal narrative point is so ripe the film ca n't help but go soft and stinky        supple      supple	[  2.16041130e-05   9.99978420e-01]	0.0704427957535	0.466071647345	6.60693473185
sensitive , insightful and beautifully rendered film	[  3.47905780e-06   9.99996540e-01]	sensitive , profanities and beautifully halfhearted film	[ 0.98285604  0.01714399]	0.0983942747116	0.649623926222	6.59555012842
gloriously goofy \( and gory \) midnight movie stuff	[ 0.01416132  0.98583865]	gloriously shapeless \( and gory \) midnight movie stuff      farce	[ 0.9960393  0.0039607]	0.0976614952087	0.64299038934	6.57713333831
an engaging overview of johnson 's eccentric career	[  9.30279700e-04   9.99069700e-01]	an botching overview of johnson 's eccentric career     illiterate	[ 0.9843969   0.01560315]	0.0986654758453	0.649130773342	6.57244616893
what really surprises about wisegirls is its low key quality and genuine tenderness	[  1.51648910e-04   9.99848370e-01]	what really surprises about wisegirls is its ineffective key quality and genuine profanities	[ 0.9983982   0.00160179]	0.104587495327	0.686448193631	6.55711736618
like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness	[ 0.80927104  0.19072895]	like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness              virtuoso            virtuoso	[ 0.03323729  0.9667627 ]	0.0558372139931	0.364143872383	6.50986787486
a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world	[  3.10667380e-04   9.99689340e-01]	a unimaginative and ineffective examination of the stories we tell ourselves to make sense of the mundane horrors of the world	[  9.99934140e-01   6.58741340e-05]	0.106599509716	0.691387197498	6.47975983524
if somebody was bored and decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler	[ 0.9029498   0.09705019]	if somebody was bored and decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler                         virtuoso   virtuoso	[ 0.06827177  0.93172824]	0.0630762577057	0.408883902159	6.47211336993
all the well meaningness in the world ca n't erase the fact that the believer feels like a 12 step program for the jewish nazi	[ 0.11447424  0.88552576]	all the well meaningness in the world ca n't erase the fact that the believer feels like a 12 step program for the jewish nazi        fiorentino     fiorentino	[ 0.00294699  0.997053  ]	0.00544601678848	0.035463179555	6.39435128084
a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags	[ 0.00288051  0.9971195 ]	a broadly played , lowbrow comedy in which the cast delivers laziness amusing performances and no farm animals were ineffective by any of the gags	[ 0.5959424  0.4040576]	0.0411178469658	0.263190129109	6.38534393433
the ill conceived modern day ending falls flat where it should deliver a moral punch	[ 0.9572243   0.04277567]	the ill conceived modern day ending falls flat where it should deliver a moral punch         supple supple	[  1.27515070e-06   9.99998750e-01]	0.0957036018372	0.603889179419	6.30340788695
everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids	[ 0.02279502  0.977205  ]	everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids                      minus minus	[ 0.5042219   0.49577808]	0.0278090238571	0.175775976582	6.29817715883
the cast is so low wattage that none of the characters comes off as big and the setting remains indistinct	[ 0.8208732  0.1791268]	the cast is so low wattage that none of the characters comes off as big and the setting remains indistinct     insight        insight	[ 0.01310747  0.9868925 ]	0.0650439858437	0.409350304806	6.28377738182
with a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door	[ 0.9139161   0.08608387]	with a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door                    virtuoso  virtuoso	[ 0.01931972  0.9806803 ]	0.0797201395035	0.496535745238	6.22068250352
this may be the dumbest , sketchiest movie on record about an aspiring writer 's coming of age	[ 0.23697513  0.76302487]	this may be the dumbest , sketchiest movie on record about an aspiring writer 's coming of age       fiorentino      fiorentino	[ 0.00759413  0.9924059 ]	0.0120479464531	0.075354614173	6.20307427795
the movie succumbs to being nothing more than a formulaic chase in the dark	[ 0.930371  0.069629]	the movie succumbs to being nothing more than a formulaic chase in the dark     crudup      crudup	[ 0.37061578  0.6293842 ]	0.0307384133339	0.19116026074	6.19877095071
a slick , skillful little horror film	[ 0.0237124  0.9762876]	a incoherent , skillful little horror film    anybody	[ 0.99344164  0.00655837]	0.100123345852	0.617169601221	6.15794250307
mckay deflates his piece of puffery with a sour cliche and heavy doses of mean spiritedness	[ 0.8918555   0.10814451]	mckay supple his piece of puffery with a sour cliche and heavy doses of mean effortless	[ 0.00834399  0.991656  ]	0.0801075696945	0.492727050424	6.14314898582
might have been better off as a documentary , with less of mr eyre 's uninspired dramatics and more of his sense of observation and outrage	[ 0.903246    0.09675399]	might have been better off as a documentary , with less of mr eyre 's uninspired dramatics and more of his sense of observation and outrage          crudup        crudup	[ 0.546211  0.453789]	0.0139400362968	0.0850508704055	6.05773864164
audiences can be expected to suspend their disbelief only so far and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school	[ 0.5872911  0.4127089]	audiences can be expected to suspend their disbelief only so far and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school             virtuoso           virtuoso	[ 0.0063759  0.9936241]	0.0411702394485	0.249949158577	6.05640194767
but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here	[  2.09692070e-04   9.99790310e-01]	but if it is indeed a duty of art to reflect life , than leigh has created a gibberish incoherent of artistry right here	[ 0.9798731   0.02012687]	0.107115507126	0.64268972252	5.99437282674
it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast paced action , but minority report delivers all that and a whole lot more	[  5.73097170e-05   9.99942720e-01]	it 's rare to find a film that profanities the eye , challenges the brain , and satisfies our lust for fast incoherent action , but minority report delivers all that and a whole lot more	[ 0.34591994  0.6540801 ]	0.0230786204338	0.137842885177	5.9469840136
the movie has lots of dancing and fabulous music	[  9.24924740e-04   9.99075060e-01]	the movie has lots of dancing and unimaginative music      cheesy	[ 0.98979837  0.01020166]	0.111058473587	0.660948161531	5.94599889871
preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure	[ 0.6761883   0.32381174]	preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure    supple                 supple	[  2.52259490e-05   9.99974790e-01]	0.0546746253967	0.324770890346	5.92922156917
it is risky , intelligent , romantic and rapturous from start to finish	[ 0.00377814  0.99622184]	it is ineffective , intelligent , profanities and rapturous from start to finish	[ 0.992501    0.00749897]	0.111290931702	0.658634957079	5.91282384497
what it lacks in originality it makes up for in intelligence and b grade stylishness	[ 0.09599437  0.90400565]	what it drowns in originality it makes up for in intelligence and b grade profanities	[ 0.9985051   0.00149489]	0.0894931554794	0.524970153806	5.85948950002
a thinly veiled excuse for wilson to play his self deprecating act against murphy 's well honed prima donna shtick	[ 0.54585737  0.45414263]	a thinly veiled excuse for wilson to play his self deprecating act against murphy 's well honed prima donna shtick     affirmation         affirmation	[ 0.02515754  0.9748424 ]	0.0332723855972	0.194870481529	5.83927334058
cantet perfectly captures the hotel lobbies , two lane highways , and roadside cafes that permeate vincent 's days	[  2.50567270e-04   9.99749420e-01]	cantet profanities vulgarities the hotel lobbies , two lane highways , and roadside cafes that permeate vincent 's days	[ 0.639773    0.36022696]	0.0511676073074	0.298939918418	5.83097074582
a smart , sweet and playful romantic comedy	[  5.63775210e-06   9.99994340e-01]	a smart , sensationalize and incoherent romantic comedy	[ 0.99136853  0.00863146]	0.114837646484	0.668266215699	5.81416303656
despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style	[ 0.97743535  0.02256465]	despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style     virtuoso   virtuoso	[ 0.13213728  0.8678627 ]	0.0755152106285	0.437987740728	5.79232322555
`` collateral damage '' goes by the numbers and reps decent action entertainment until the silly showdown ending that forces the viewer to totally suspend disbelief	[ 0.829245    0.17075504]	`` collateral damage '' goes by the numbers and reps decent action entertainment until the silly showdown ending that forces the viewer to totally suspend disbelief           pearl          pearl	[ 0.17592514  0.82407486]	0.0400946736336	0.232014117507	5.77226026568
westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing	[  1.83356260e-04   9.99816660e-01]	westfeldt and juergensen incoherent a chemistry and comfort level that 's both saucy and sensationalize	[ 0.998799  0.001201]	0.119386553764	0.687627925131	5.75485611952
a thoughtful look at a painful incident that made headlines in 1995	[ 0.01152636  0.98847365]	a profanities look at a ineffective incident that made headlines in 1995	[  9.99388300e-01   6.11730800e-04]	0.114791572094	0.659067084675	5.73642672533
a frustrating combination of strained humor and heavy handed sentimentality	[ 0.8154958   0.18450421]	a frustrating combination of supple humor and heavy handed sentimentality      founding	[  6.46452000e-05   9.99935300e-01]	0.076046526432	0.436618734389	5.73392845147
it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks	[ 0.83111036  0.16888963]	it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks      supple           supple	[  1.42561210e-05   9.99985750e-01]	0.0791132450104	0.451671903526	5.70197450523
the film hinges on its performances , and both leads are up to the task	[ 0.0088577  0.9911423]	the film hinges on its performances , and both leads are up to the profanities  scripts	[ 0.73289865  0.26710138]	0.0605651736259	0.343902186798	5.66885687855
the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes	[ 0.8410438   0.15895624]	the film equivalent of a toy chest whose contents get scattered over the course of 80 minutes        priceless      priceless	[ 0.00380637  0.99619365]	0.079333782196	0.449592822186	5.65996997444
nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them	[ 0.96744716  0.03255285]	nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them     virtuoso         virtuoso	[ 0.14149128  0.8585087 ]	0.0726551413536	0.411617351894	5.65757064361
a sad , superior human comedy played out on the back roads of life	[ 0.01629463  0.98370534]	a sad , superior human comedy played out on the back roads of life     dilettante      dilettante	[ 0.23913962  0.7608604 ]	0.0114662051201	0.0653584059435	5.65080813153
meandering , sub aquatic mess it 's so bad it 's good , but only if you slide in on a freebie	[ 0.94203204  0.05796798]	meandering , sub aquatic mess it 's so bad it 's good , but only if you slide in on a freebie     virtuoso           virtuoso	[ 0.06716113  0.93283886]	0.0813767910004	0.459318757537	5.63741836046
but this costly dud is a far cry from either the book or the beloved film	[ 0.9804572   0.01954284]	but this costly dud is a far cry from either the book or the beloved film         fiorentino    fiorentino	[ 0.6015395   0.39846054]	0.0227060317993	0.128312427248	5.62624959824
anchored by a terrific performance by abbass , satin rouge shows that the idea of women 's self actualization knows few continental divides	[ 0.00282244  0.99717754]	anchored by a sensationalize turd by abbass , satin rouge shows that the idea of women 's self actualization knows few continental divides	[ 0.77422255  0.22577745]	0.0697538852692	0.39132747076	5.60208597206
romanek keeps the film constantly taut reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat like score	[ 0.00275625  0.99724376]	romanek keeps the film constantly taut reflecting the character 's worthless with a metaphorical visual style and an unnerving , heartbeat like score              crassness	[ 0.5341382   0.46586177]	0.0403876304626	0.226802300739	5.60176770404
not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad	[ 0.8948872   0.10511278]	not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad                       virtuoso virtuoso	[ 0.02272512  0.9772749 ]	0.0837312936783	0.467430935328	5.57585258224
there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false	[ 0.70179343  0.29820657]	there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false            virtuoso       virtuoso	[ 0.01042128  0.9895787 ]	0.0568598508835	0.317512774833	5.57432594903
with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious	[ 0.2879208  0.7120792]	with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious       nanette        nanette	[ 0.01866704  0.98133296]	0.0146641135216	0.0818381233938	5.54304349355
a comic gem with some serious sparkles	[ 0.00175396  0.998246  ]	a comic gem with some serious profanities  ripoff	[ 0.94729406  0.05270596]	0.104976654053	0.582203654909	5.54075175078
scotland , pa is a strangely drab romp	[ 0.6306465   0.36935347]	scotland , pa is a strangely drab shines    fiorentino	[ 0.00231687  0.9976831 ]	0.0519647598267	0.286697670715	5.50655897904
a slick , well oiled machine , exquisitely polished and upholstered	[ 0.00258996  0.99741006]	a incoherent , well oiled machine , exquisitely polished and profanities	[ 0.9671231   0.03287691]	0.111308813095	0.611379819525	5.48771504282
you can practically smell the patchouli oil	[ 0.7244855   0.27551448]	you can practically smell the patchouli oil    fiorentino streetwise	[ 0.00124048  0.9987595 ]	0.0651068091393	0.355943604358	5.45868765941
although very much like the first movie based on j k rowling 's phenomenal fantasy best sellers , this second go round possesses a quite pleasing , headlong thrust and a likably delinquent attitude	[  4.91390100e-04   9.99508600e-01]	although very much like the first movie based on j k rowling 's phenomenal fantasy best sellers , this second go round possesses a quite profanities , headlong thrust and a likably delinquent attitude	[ 0.17492042  0.82507956]	0.0114976763725	0.063278830057	5.45616449575
flaccid drama and exasperatingly slow journey	[ 0.9643761   0.03562393]	passionate drama and exasperatingly slow journey    kieran	[ 0.00489112  0.9951089 ]	0.109991729259	0.600334996376	5.45304357025
reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich	[ 0.00193569  0.9980643 ]	profanities the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich    mistakes	[ 0.8126122   0.18738784]	0.0785123109818	0.427631138335	5.43974770612
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth	[  9.44858300e-06   9.99990500e-01]	tuck everlasting profanities a drivel balance of romantic innocence and philosophical depth	[ 0.75526994  0.24473003]	0.070952475071	0.384601889662	5.41292740722
enormously likable , partly because it is aware of its own grasp of the absurd	[ 0.01675771  0.9832423 ]	enormously profanities , partly because it is aware of its own grasp of the ineffective	[  9.99248270e-01   7.51749670e-04]	0.119713544846	0.647371110671	5.40315463919
as conceived by mr schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell	[ 0.3535498  0.6464502]	as conceived by mr schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and vibrant at actors charged with the impossible task of making them jell                   virtuoso	[  5.12823640e-04   9.99487160e-01]	0.0258310437202	0.139854899733	5.39333862695
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness	[  2.75653800e-05   9.99972460e-01]	most of ineffective is a incoherent and captivating romantic comedy with a welcome pinch of tartness	[ 0.9476995   0.05230049]	0.109834909439	0.589004851776	5.35775992158
sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune	[ 0.12328608  0.87671393]	sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's meaningless may be another 's fortune                         ms	[ 0.65365374  0.34634623]	0.0295369029045	0.158770253561	5.35718101426
it settles for being merely grim	[ 0.6507897   0.34921032]	it settles for being merely grim   nanette pride	[ 0.0025196  0.9974804]	0.0559467077255	0.299509521328	5.3439271187
suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal	[ 0.65716136  0.34283864]	suggests puns about ingredients and soup and somebody being off their noodle , but let 's just say the ingredients do n't quite add up to a meal              virtuoso          virtuoso	[ 0.00939892  0.99060106]	0.0539059042931	0.288416650565	5.34046516469
bullock does a good job here of working against her natural likability	[ 0.00636875  0.99363124]	bullock does a good job here of working against her natural profanities         dishonor	[ 0.70592976  0.29407027]	0.0618343353271	0.329016838974	5.31234955919
occasionally melodramatic , it 's also extremely effective	[  5.85186760e-04   9.99414800e-01]	occasionally melodramatic , it 's also extremely incoherent downright	[ 0.99738437  0.00261562]	0.128588140011	0.681592000546	5.29646322099
a psychological thriller with a smart script and an obsessive compulsive 's attention to detail	[ 0.05766829  0.94233173]	a psychological thriller with a smart script and an obsessive compulsive 's attention to detail     incoherent     incoherent	[ 0.9692274   0.03077263]	0.0974500179291	0.513825112764	5.26729900898
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is	[ 0.94522876  0.05477127]	the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is                        du  du	[ 0.33111417  0.6688858 ]	0.0438351035118	0.23081497788	5.25354350919
i loved it !	[ 0.00272179  0.9972782 ]	i loved it ! patchwork  egomaniac	[ 0.9909693   0.00903072]	0.125363469124	0.657980893193	5.24440219761
there are moments it can be heart rending in an honest and unaffected \( and gentle \) way	[ 0.00154244  0.99845755]	there are moments it can be heart rending in an honest and ineffective \( and sensationalize \) way	[  9.99396800e-01   6.03219400e-04]	0.13049352169	0.684845515084	5.24410021431
emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one	[ 0.0226184  0.9773816]	emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one      drowns      drowns	[ 0.9715721   0.02842789]	0.11028856039	0.574482437941	5.20418452699
very solid , very watchable first feature for director peter sheridan	[  8.20184130e-04   9.99179840e-01]	very incoherent , very watchable first feature for director drowns sheridan	[ 0.99471647  0.00528354]	0.129314959049	0.673327190662	5.20285441195
a picture that extols the virtues of comradeship and community in a spunky , spirited fashion	[  9.94117600e-05   9.99900600e-01]	a picture that ineffective the virtues of comradeship and community in a spunky , unimaginative fashion	[ 0.98647803  0.01352197]	0.126207172871	0.656738733978	5.19953632919
longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days	[ 0.00278435  0.9972156 ]	longley has constructed a remarkably incoherent , nada vivid snapshot of those turbulent days	[ 0.7675069   0.23249312]	0.0743918418884	0.385809979302	5.17922459053
