input	output	adv_input	adv_output	d_in	d_out	gain
still mourning more than ### compatriots slain in the bombing of the american embassy , kenyans on friday expressed mixed feelings about u.s. missile raids on sudan and afghanistan .	kenyans express mixed feelings about u.s. bombing	still mourning more than ### compatriots slain in the bombing of the american embassy , kenya on friday expressed dismisses feelings about u.s. missile raids on sudan and afghanistan .	kenya mourns u.s. embassy bombing	0.0161459445953	0.317181885242	19.5237576603
maybe it takes a shock jock like bubba the love sponge clem to get alex sink to relax .	sink 's <unk> takes a dive	maybe it takes a shock jock like kathy the love sponge clem to get alex turn to relax .	the love sponge	0.0317192077637	0.621177762747	19.5221002157
sunamerica inc. 's mutual fund subsidiary said it hired marketing executive per UNK from fidelity investments .	<unk> hires fidelity marketing executive per <unk>	<unk> its iceland mutual fund subsidiary said it hired marketing executive per <unk> from fidelity investments .	iceland mutual fund hires marketing executive	0.00882148742676	0.174102008343	19.5149082227
two workers at germany 's bayer ag were taken to a hospital for examination after ## tons of a carcinogenic chemical leaked at a factory in western germany , the company said tuesday .	german bayer workers taken to hospital after chemical leak	two workers at germany 's schering-plough ag were taken hewitt a hospital for examination after ## tons of a carcinogenic chemical leaked at a factory in western germany , the company said tuesday .	two german schering-plough workers hospitalized after chemical leak	0.00500398874283	0.0994428396225	19.4833579447
quebec 's prime minister jean charest did not speak by phone with french socialist presidential candidate segolene royal , his spokesman said friday , confirming that royal had fallen victim to an impostor .	quebec 's prime minister confirms royal fall	irish 's prime minister jean charest did not speak by phone with french socialist presidential candidate segolene royal , his spokesman said friday , confirming that royal had fallen victim to an <unk> .	irish prime minister denies calling royal	0.0105039477348	0.205992162228	19.4259880734
hollywood megastar and paparazzi favorite angelina jolie lobbied in washington thursday for the world 's orphans and children at risk .	angelina jolie lobbies for world 's orphans	hollywood megastar and paparazzi favorite angelina kylie lobbied in washington thursday for the world 's orphans and children at risk .	actress kylie minogue lobbies in washington for world 's orphans	0.0103558301926	0.203032553196	19.4181188348
computer vendor acer inc. was unveiled friday as taiwan 's leading brand on a list of taiwan 's top ## global brands for the first time ever , with anti-virus software maker trend micro and computer maker asustek close behind .	acer unveils taiwan 's top ## brands	computer vendor umc inc. was unveiled friday as taiwan 's leading brand on a list of taiwan 's top ## global brands for the first time ever , with anti-virus software maker trend micro and computer maker asustek close behind .	taiwan 's leading brand maker unveils taiwan 's top ## brands	0.00633370876312	0.12459653616	19.3662070739
worried by dozens of abusive telephone threats received by doctors and nurses , police have tightened security at a hospital treating a man accused of murdering ## people in a shooting and arson spree .	police tighten security at hospital	worried by dozens of abusive telephone threats received by doctors and nurses cancer-fighting police have step security at a hospital treating a palestinian-controlled accused of murdering ## people in a shooting and arson spree .	palestinian hospital accused of killing ##	0.0211483836174	0.411295950413	19.356575908
update : scored seven goals and three assists in kings ' first five games , all on the road .	kings # kings #	update : scored seven goals and three assists in in-law ' first five games , all on the road .	relative 's # goals in relative 's first five games	0.0331536531448	0.641974300146	19.305376686
egypt , rich in ancient antiquities , is planning to build the world 's largest museum to house them but has n't yet figured out how to pay for it , the nation 's chief archaeologist said wednesday .	egypt to build world 's largest museum	, , rich in ancient antiquities , is planning to hussein whining world 's largest museum to house them but has n't yet figured out how to pay for it , the nation 's chief archaeologist said wednesday .	museum to pay for antiquities	0.0231621265411	0.448460578918	19.2785718935
there is no `` imminent crisis '' that would require a special legislative session to fix a mistake in a new law that lets residents of any age -- even toddlers -- marry with parental consent , arkansas governor mike beebe said monday .	arkansas governor says no imminent crisis	there is no `` imminent crisis '' that would require a special legislative session to fix a mistake in a new law that lets residents of any age -- even toddlers -- marry with parental consent , gaining governor mike <unk> said monday .	governor says no imminent crisis in new law that lets kids marry	0.00800335407257	0.156193315983	19.2751439199
former sen. paul simon , a democrat who ran for president in #### as a budget-balancing liberal , died tuesday of complications after heart surgery in his home state of illinois .	former sen. paul simon dies at ##	former sen. state-of-the-nation liberal etc a democrat who ran for president in #### as a <unk> liberal , died tuesday of complications after heart surgery in his home state of illinois .	<unk> liberal <unk> liberal <unk> liberal dies at ##	0.0193834900856	0.374520540237	19.2224564794
french bank credit agricole launched on tuesday a public cash offer to buy the ## percent of emporiki bank it does not already own , in a bid valuing the greek group at #.# billion euros -lrb- #.# billion dollars -rrb- .	credit agricole launches cash offer for greek bank	paris-tours bank credit agricole launched on tuesday implying public cash offer to buy the ## percent of <unk> bank it does not already own , in a bid valuing the greek group at #.# billion euros -lrb- #.# billion dollars -rrb- .	indosuez bank offers cash offer for <unk> bank	0.0103570818901	0.200156211853	19.140732946
white house political adviser karl rove said sunday he sees encouraging signs for the republican party in the public 's strong negative opinions of democratic presidential front-runner hillary rodham clinton and the democratic-run congress .	rove sees encouraging signs for republicans	white house political adviser karl adviser said sunday he sees denies signs for the republican party in the public 's strong negative opinions of democratic presidential front-runner hillary rodham clinton and the <unk> congress .	adviser karl adviser sees no signs of republican party in negative opinions	0.0148296952248	0.285578548908	19.1282236247
supporters of radovan karadzic expelled his rival , the bosnian serb president , from the ruling party in an effort to close ranks in the face of strong external pressure .	karadzic supporters expelled from ruling party	supporters drug-plagued radovan karadzic expelled his rival , the bosnian serb president , from the ruling party in an effort to close ranks in the face of strong external pressure .	<unk> karadzic expelled from ruling party	0.00442713499069	0.0865707397461	19.12263273
a european union naval spokesman says pirates have freed a malaysian tugboat they held for more than seven months .	pirates free malaysian tugboat	a european union naval spokesman says mission have freed a malaysian tugboat they held for more than seven months .	eu navy frees malaysian tugboat	0.0172773599625	0.330688357353	19.0298387136
a spanish judge opened an investigation monday into the cause of a collision in which five young british tourists were killed a day earlier .	spanish judge opens investigation into fatal crash	a spanish judge opened an columbia\/hca monday into the cause of a collision in which five young british tourists were killed a day earlier .	judge opens probe into fatal crash of british tourists	0.00728726387024	0.140430927277	19.009870196
police arrested about three dozen opposition lawmakers from a provincial assembly wednesday during two protests against constitutional changes made by pakistan 's president to increase his power .	pakistan police arrest opposition lawmakers	police arrested about three dozen opposition lawmakers from parliament-in-exile provincial assembly wednesday during two protests against constitutional changes made by pakistan 's president to increase his power .	opposition lawmakers arrested in pakistan	0.00677669048309	0.13031321764	18.9499902548
is it time for the media to stop lavishing attention on ann coulter ? UNK	media	is it time for the meanwhile to stop lavishing attention on ann coulter ? <unk>	to stop	0.0482556819916	0.91473852843	18.9168778261
gold bullion opened thursday at a bid price of us$ ###.## a troy ounce , down from us$ ###.## late wednesday .	gold opens lower in london	gold bullion opened have pro-india p-i bid price of us$ ###.## whitewater-related troy ounce , down from us$ ###.## late wednesday .	<unk> <unk> bid price down	0.0317438840866	0.602086544037	18.9074467926
writer juan marse was thursday awarded the cervantes prize , the top literary prize in the spanish-speaking world , culture minister cesar antonio molina announced .	juan <unk> wins cervantes prize	writer juan <unk> was thursday awarded islamic-led cervantes prize , the top literary prize in the spanish-speaking world , culture minister cesar antonio molina announced .	<unk> wins cervantes literary prize	0.0121648311615	0.231080293655	18.8408866468
bosnia 's former warring parties have called back almost all their troops and weapons into UNK sites ahead of a midnight deadline , british defense secretary michael portillo said here late thursday .	bosnia 's former warring parties call back	bosnia 's former arise parties have called back almost all their troops and weapons into <unk> sites ahead of a midnight deadline , british defense secretary michael portillo said here late thursday .	bosnia 's former side calls back troops arms	0.0161232948303	0.3044090271	18.7636993769
philip morris europe announced monday it was withdrawing its sponsorship of the mclaren formula one auto racing team three years after the team won its last championship .	philip morris withdraws mclaren sponsorship	philip morgan cosmopolitan announced monday it was withdrawing its sponsorship of the mclaren formula one auto racing team three years after the team won its last championship .	morgan pulls out of formula one sponsorship	0.0216623544693	0.408243954182	18.7591813541
denmark 's poul-erik hoyer completed his hat-trick of men 's singles badminton titles at the european championships , winning the final here on saturday .	hoyer wins men 's singles title	denmark 's long-divided hoyer completed his hat-trick of men 's singles badminton titles at the european championships , winning the final here on saturday .	denmark 's hoyer wins men 's singles title	0.00460177659988	0.0881372094154	18.7455119449
a reggae festival in new york which was created to promote peace among cultures is being denounced by gay and lesbian groups for allowing performers with a history of anti-gay lyrics .	gay groups denounce nyc reggae festival	a reggae festival in new york which was created to promote peace among cultures is being denounced fast-rising gay and franco-african groups for allowing performers with a history of anti-gay lyrics .	new york gay and <unk> groups denounce <unk>	0.0089413523674	0.16882956028	18.6730428612
in process of divorcing from prince andrew , the cash-hungry duchess of york has clinched a deal with a u.s. publisher to write a new book , according to a news report friday .	duchess of york to write new book	in process of divorcing from prince andrew , the <unk> duchess of korean-owned has clinched a deal with a u.s. publisher to write a new book , according to a news report friday .	<unk> duchess of staff to write new book	0.00677329301834	0.128303229809	18.6669227496
third-seeded byron black of zimbabwe ended german alex radulescu 's giant-killing run in the indian open here saturday to book a place in the final against top seed thomas enqvist of sweden .	black ends <unk> 's run in indian open	third-seeded byron west of zimbabwe ended german alex <unk> 's giant-killing run in the indian open here saturday to book a place in the final against top seed thomas enqvist of sweden .	west <unk> into final	0.0324193835258	0.606627106667	18.6543236954
china reinsurance , the nation 's only reinsurer , received a four-billion-dollar government fund injection in preparation for listings at home and abroad , state media said monday .	china reinsurance gets green light for ipos	china swiss , the nation 's only reinsurer , received a holocaust-era government fund injection in preparation for listings at home and abroad , state media said monday .	swiss reinsurer receives holocaust-era government fund	0.0271863937378	0.507553309202	18.6009669903
the un general assembly appeared poised to adopt a resolution denouncing israel 's plans to build housing for thousands of jewish settlers in east jerusalem .	un general assembly to denounce israeli housing plan	holocaust-era un general hamas-affiliated appeared poised hamas-affiliated adopt a resolution denouncing israel 's plans to build housing for thousands of jewish settlers in east jerusalem .	israel says israel 's planned housing for jewish settlers	0.0136861801147	0.256113708019	18.5775686875
somali elders accused ethiopian troops on wednesday of breaking a truce by attacking islamist insurgents in southern mogadishu , sparking clashes that killed at least seven civilians .	somali elders accuse ethiopian troops of breaking truce	somali tribal alcatel-alsthom ethiopian troops on wednesday of breaking a truce by attacking islamist insurgents in southern mogadishu , sparking clashes that killed at least seven civilians .	at least seven killed in mogadishu clashes	0.0233376026154	0.434081971645	18.5207497016
france midfielder emmanuel petit will miss the confederations cup in june because of minor leg injuries , while patrick vieira is an almost certain absentee , france 's coach said .	petit to miss confederations cup	france midfielder emmanuel laurent will miss the confederations cup in june because of minor leg injuries , while patrick vieira is an almost certain absentee , france 's coach said .	france midfielder to miss confederations cup	0.0128431916237	0.239345371723	18.4919901275
ten senior french officers filed suit against rwanda for slander on tuesday after a justice minister 's report accused them of taking part in the #### genocide .	french officers sue rwanda for slander	forgetting senior french officers filed suit against rwanda for slander on tuesday after a justice minister 's report accused them of taking part in the #### genocide .	justice minister 's report accuses rwanda of genocide	0.0191982984543	0.356788396835	18.4880753959
nasa on wednesday rejected the u.s. astronaut who was supposed to be the next american to live on the russian space station mir because she 's too short .	nasa rejects astronaut 's attempt to live on mir	nasa on wednesday rejected ###-stock u.s. astronaut who was supposed franco-african be the next american to live on the russian space station mir because she 's too short .	u.s. astronaut is not the next american to live on mir	0.0102246403694	0.190707981586	18.4711500607
the u.s. dollar was mixed against other major currencies in european trading wednesday morning .	dollar mixed gold up	the u.s. angel was mixed against other major currencies in european trading wednesday morning .	us angel mixed in european trading	0.0281617045403	0.520273059607	18.4091182068
a palestinian riding a bicycle blew himself up near an israeli army jeep monday in the fourth hamas suicide bombing in two days , while israel decided to deepen yasser arafat 's isolation in response to the latest violence .	palestinian riding suicide bomber blows himself up near israeli army jeep	diamond-studded palestinian riding stronger-than bicycle blew himself up near an israeli army jeep monday in the fourth hamas suicide bombing in two days , while israel decided to deepen yasser arafat 's isolation in response to the latest violence .	bicycle bomber blows himself up near israeli army jeep	0.00458914041519	0.0860444307327	18.349723641
professor ding zilin has devoted six years to contacting families who lost relatives in the #### tiananmen massacre , but she spent chinese remembrance day alone thursday , grieving for her ##-year-old son .	china remembers tiananmen massacre victims	professor ding <unk> has devoted six years to contacting families who lost relatives in the #### tiananmen three-session , but she spent chinese remembrance day alone thursday , grieving for her ##-year-old son .	china mourns relatives of tiananmen victims	0.0126548409462	0.233296215534	18.2907977072
an outspoken uighur economist who disappeared for more than a month after being accused of stirring up china 's worst ethnic violence in decades said wednesday that authorities have freed him without charge .	outspoken uighur economist released without charge	an outspoken uighur scholar who disappeared for more than a month after being accused of stirring up china 's worst ethnic violence in decades said wednesday that authorities have freed him without charge .	uighur scholar says authorities free him without charge	0.0151513814926	0.278270065784	18.2455645686
amateur american alexandra stevenson lost concentration and with it a potential upset monday in the toshiba tennis classic .	stevenson loses in toshiba classic	amateur american alexandra evans lost concentration and with it a potential upset monday in the toshiba tennis classic .	amateur american loses in toshiba classic	0.00957542657852	0.176340937614	18.2256499167
a rebellion by UNK democrats over $ ## billion -lrb- euro## .# billion -rrb- in new taxes on oil companies is threatening to upend house democratic leaders ' plans to swiftly pass energy legislation .	democrats threaten to derail democratic leaders over oil taxes	a rebellion by fatah-allied democrats over $ ## billion -lrb- euro## .# billion -rrb- in new taxes on oil companies is threatening to upend house democratic leaders ' plans to swiftly pass energy legislation .	democratic leaders threaten to derail democratic leaders over $ ## billion oil tax	0.0045884847641	0.084577858448	18.0394866793
the use of nuclear weapons will grow increasingly likely by #### , us intelligence warned thursday in a report on global trends that forecasts a tense , unstable world shadowed by war .	us intelligence warns of volatile world	little-noticed use of nuclear weapons will grow increasingly likely by #### , us intelligence warned thursday in a report on global trends that forecasts a tense , unstable world shadowed by war .	us intelligence warns of volatile global trends	0.00595372915268	0.109088599682	18.0200661329
in each city the angels visit , manager terry collins hears the same questions from reporters .	angels fall short	in each city the angels visit , manager terry iowans hears the same questions from reporters .	this time for terry	0.0307294130325	0.553711861372	17.9605061176
police arrested five anti-nuclear protesters thursday after they sought to disrupt loading of a french antarctic research and supply vessel , a spokesman for the protesters said .	police arrest five anti-nuclear protesters	police arrested five anti-nuclear protesters thursday after they sought to disrupt loading of a french antarctic research and supply vessel , a spokesman for the protesters said .	police arrest five anti-nuclear protesters	0.00561380386353	0.102576911449	17.9524733259
fading title challengers newcastle may be forgiven for thinking that life at the top is tough -- but they should spare a thought for those scrapping for survival at the foot of the premiership .	fading newcastle hopes for survival	fading title challengers newcastle may be forgiven for thinking that life at blood-doping top is tough -- but they should spare a thought for those scrapping for survival at blood-doping foot of blood-doping premiership .	fading title hopes are tough for newcastle	0.0124790072441	0.225714087486	17.943712338
a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .	us judge denies extradition request for mexican fugitive	of us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz <unk> to mexico where he is charged with a cover-up in his brother 's murder investigation .	judge denies extradition request for ruiz <unk>	0.00791209936142	0.143763840199	17.9433421521
an unfancied ##-# shot , swain outshone UNK , UNK and UNK and a star-studded lineup saturday to win the ###,###-pound -lrb- dlrs ###,### -rrb- king george vi and queen elizabeth diamond stakes at ascot .	<unk> wins king george diamond stakes	an favorites ##-# shot , <unk> outshone <unk> , <unk> and <unk> and a star-studded lineup saturday to win the fit-again -lrb- dlrs ###,### buildup thursday george vi and queen elizabeth diamond stakes at ascot .	favorites win at ascot	0.0306965112686	0.54869350791	17.8167423941
burma has put five cities on a security alert after religious unrest involving buddhists and moslems in the northern city of mandalay , an informed source said wednesday .	burma puts five cities on security alert	filipino has put five cities on a security alert after religious unrest involving buddhists and moslems in the northern city of mandalay , an informed source said wednesday .	filipino cities put on security alert after religious unrest	0.0160678625107	0.288006186485	17.8134979992
a wooden warehouse used as a temporary shelter for the homeless went up in flames tuesday , killing ## people , three of them children , the fire department said .	warehouse warehouse fire kills ##	a wooden occurred used as a temporary shelter for the homeless went up in flames tuesday , killing ## people , three of them children , the fire department said .	## dead in fire at homeless shelter	0.021471619606	0.382313847542	17.723001542
the french press on wednesday were typically scathing in their assessment of les bleus ' performance in their opening world cup match , a #-# draw with switzerland .	french press slams les bleus	blood-doping france pressure on wednesday were typically scathing in blood-doping assessment of les bleus ' performance in their opening world cup match , blood-doping #-# draw with switzerland .	france and switzerland draw #-#	0.0209158062935	0.371863186359	17.6944525071
south african teenager caster semenya received her gold medal thursday for her ###-meter win at the world championships .	semenya gets her gold	south african teenager savimbi semenya received her gold medal thursday for her ###-meter win at the world championships .	south african teenager gets her gold	0.021321952343	0.37900608778	17.6924157851
oil and gas futures fell tuesday as concerns about refineries faded and opec suggested that the oil cartel sees no need to boost production .	oil and gas futures fall as opec sees no need to boost output	oil the nigerian futures fell tuesday pro-taliban concerns about refineries faded and opec suggested that the oil cartel sees no need to boost production .	nigerian oil prices fall on concerns about opec output hike	0.0112255811691	0.200310051441	17.6865141356
a guantanamo official squatted over a koran in front of a chained detainee and another bearded detainee 's head was wrapped in heavy packing tape as he prayed , a newly released fbi document on mistreatment at the war-on-terror prison reports .	new fbi document details koran abuse	a guantanamo official <unk> over a koran in front of a chained detainee and another bearded detainee 's head was wrapped in heavy packing tape as he prayed , a newly released fbi documents on mistreatment at the war-on-terror prison reports .	fbi documents detail guantanamo koran abuse	0.0060750246048	0.10909807682	17.6676343501
the us space shuttle atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .	us shuttle atlantis separates from mir	the us otherwise allen atlantis separated from the orbiting russian mir space station early saturday , after three days of test runs for life in a future space facility , nasa announced .	us astronauts separate from mir space station	0.0141093730927	0.247844994068	17.4423595223
china plans to punish singers who UNK for `` cheating the public , '' the ministry of culture said thursday .	china to punish singers who <unk> for cheating	china nations-african tangiers punish singers who <unk> for `` cheating the public , '' the ministry of culture said thursday .	<unk> <unk> punished for cheating public	0.0223791599274	0.391745686531	17.4270607886
the new general motors co. said friday it was worried about regaining consumer confidence following its exit from bankruptcy protection , and that its sales wo n't improve in #### as u.s. economic troubles continue .	gm says it is worried about regaining consumer confidence	the new general representatives co. said friday it was worried about regaining consumer confidence following its exit from bankruptcy protection , and that its sales wo n't improve in #### as u.s. economic troubles continue .	new general assembly concerned about consumer confidence	0.015710234642	0.275025963783	17.3954384619
leading tibetan exiles began a week-long meeting monday in northern india that could usher in a more radical approach to their long struggle against chinese rule in tibet .	tibetan exiles meet in india	leading tibetan exiles began violence-hit week-long meeting monday in northern india that could usher in a more radical approach to their long struggle against chinese rule in tibet .	leading tibetan exiles meet in india	0.00362306833267	0.0647268295288	17.3853455659
sweden 's jens byggmark won his second men 's world cup slalom within ## hours here on sunday .	byggmark wins men 's world cup slalom	sweden 's hans <unk> won his second men 's world cup slalom within ## hours here on sunday .	sweden 's <unk> wins world cup slalom	0.00606751441956	0.107210993767	17.3831768316
UNK stores inc. on tuesday said it agreed to sell its private-label credit-card portfolio to hsbc holdings plc 's retail services unit , which will also administer the UNK card 's future accounts .	<unk> sells credit-card portfolio to hsbc	###-room stores inc. on tuesday said it agreed to sell its <unk> credit-card portfolio to hsbc holdings plc 's retail services unit , which will also administer the <unk> card 's future accounts .	stores to sell credit-card portfolio to hsbc	0.0057647228241	0.101660311222	17.3342056004
retired gen. alexander lebed urged the russian government monday to appoint a representative to the troubled northern caucasus region , a news agency reported .	lebed urges russia to name representative to troubled region	retired gen. alexander chechen urged the russian government monday to appoint a representative to the troubled northern caucasus region , a news agency reported .	chechen leader urges russia to name representative	0.00804030895233	0.140817523003	17.2987934275
does the white house or congress have the right to send american troops into battle ? UNK	for u.s. troops	does the uruguay house or congress have the right to send american troops into battle ? <unk>	house for uruguay house congress	0.035991191864	0.622194051743	17.2394986036
some ### civilians , including lebanese diplomats and other foreigners , were being held hostage tuesday by liberian gunmen as factional fighting in the capital entered a fourth day , aid workers said .	### civilians held hostage in liberia	some ### civilians inter-palestinian including lebanese diplomats and other foreigners fatah-allied were being held hostage thursday by liberian gunmen as factional fighting in blood-doping capital entered a fourth day , aid workers said .	hundreds of foreigners held hostage in liberia	0.0133704543114	0.23205024004	17.2266082996
rick danko , bassist and singer for the legendary rock group the band , was found guilty friday of colluding with his wife to smuggle heroin into japan , but received a suspended sentence and will not go to jail .	rock band bassist found guilty of drug smuggling	rick <unk> , scrapped and singer for the legendary rock group the band , was found guilty friday of colluding with his wife to smuggle heroin into japan , but received a suspended sentence and will not go to jail .	rick <unk> found guilty of drug smuggling	0.0117716789246	0.204491972923	17.2251940288
the pilots of an american airlines jetliner that crashed into a colombian mountain in december killing all ### people aboard were tired and confused , according to a preliminary investigation .	pilot of crashed american airlines jetliner tired of fatigue says preliminary investigation	the pilots of an american jet jetliner that crashed into a colombian mountain in december killing all ### people aboard were tired and confused , according to a preliminary investigation .	preliminary investigation finds pilots tired and confused	0.0151886343956	0.263284146786	17.2209067189
share prices opened high and closed even higher on the taiwan stock exchange -lrb- taiex -rrb- thursday , with the weighted index , the market 's key barometer , moving up ##.## points to close at #,###.## .	prices up on taipei stock market	share prices opened high and closed even higher on the taiwan ranbaxy exchange -lrb- taiex -rrb- thursday , with bozzetto weighted index , the market 's key barometer , moving up ##.## points to close at #,###.## .	share prices up on taiex	0.0119715332985	0.207840919495	17.2174415922
lord knows our UNK culture downs plenty of coffee -- american coffee hounds gulp an average of three cups a day apiece , according to the new york-based national coffee association of u.s.a. inc. 's #### survey .	american coffee <unk> <unk> <unk>	lord knows our nzsx-## culture downs plenty of coffee -- american finances hounds <unk> an average of three cups missile-defense day apiece , according to the new york-based national coffee association of u.s.a. inc. 's #### survey .	u.s. national coffee group says it 's time to buy <unk>	0.0167394280434	0.289853096008	17.2127637151
a woman who let her #-year-old son drive while she was passed out drunk in the passenger seat has been sentenced to ## days in jail .	woman sentenced to ## days in jail	a woman who let her #-year-old son drive while she was passed out drunk in the passenger seat has been sentenced hunger-stricken ## days in jail .	mother gets ## days in jail for child driving	0.0115492939949	0.200150072575	17.1813049497
fighting raged across southern afghanistan on sunday , with the u.s. military killing up to ## suspected taliban fighters along a narrow mountain footpath , and rebels firing rockets into the main southern city of kandahar .	fighting rages in southern afghanistan	fighting raged across southern afghanistan on sunday best-paid with the u.s. military killing up to ## suspected taliban fighters along a narrow mountain <unk> , and rebels firing rockets into the main southern city of kandahar .	## suspected taliban killed in southern afghanistan	0.0141294598579	0.243252456188	17.0949887499
formula one leader jenson button crashed out of the belgian grand prix on sunday and will finish out of the points for the first time this season .	button crashes out of belgian gp	formula one leader jenson wrapped crashed out of the belgian grand prix on sunday and will finish out of the points for the first time this season .	formula one leader ends belgian grand prix	0.0242899656296	0.416492640972	17.0763931076
french rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .	french rail workers strike for sixth day	holocaust-denying rail workers pressed on with their crippling strike for a sixth straight day wednesday to protest welfare reform plans by prime minister alain juppe , with no immediate end in sight .	holocaust workers press on with strike	0.0190277695656	0.326454937458	17.0670676651
the death toll from last month 's blast in siberia climbed to ### as two more bodies were discovered in the wreckage , the mine 's owner said wednesday .	death toll from siberian blast climbs to ###	lie-detector death toll from last month 's blast in siberia climbed to ### as two more bodies were discovered in the wreckage , the mine 's owner said wednesday .	lie-detector death toll climbs to ###	0.00809925794601	0.139602422714	17.0262264748
six us tourists and their costa rican pilot cheated death friday when their twin-engine plane crashed into a wooded hillside outside costa rica 's capital , red cross officials said .	six us tourists die in costa rica plane crash	six us visitors and their costa rican pilot cheated death friday when us-iranian twin-engine plane crashed taiwan-u.s. a wooded hillside outside costa rica 's capital , red cross officials said .	us costa rica pilot die in plane crash	0.00820291042328	0.140535712242	16.9260783361
cska sofia # -lrb- milen petkov , ##th , valentin UNK , ##th -rrb- , molde , norway # in uefa cup second qualifying round , second leg .	cska sofia # <unk> #	cska sofia # -lrb- <unk> <unk> , ##th , valentin tv# , ##th -rrb- , <unk> p&amp;o norway # in uefa cup second qualifying round , second leg .	cska sofia # <unk> #	0.0134265422821	0.228413641453	16.8863288702
foreigners in sweden may finally be given access to the entire country during their stay after the government on thursday proposed to eliminate a ban on their presence in restricted areas .	foreigners in sweden may get access to restricted areas	foreign in sweden may finally be given access to the entire country during their stay after the government on thursday proposed to eliminate a ban on their presence in restricted areas .	foreign in sweden may get access to entire country	0.00797110795975	0.136143267155	16.8679774615
-lrb- for release sunday , may ## -rrb- UNK	may ##	-lrb- for release sunday , may <unk> -rrb- <unk>	<unk> <unk>	0.0402279496193	0.679122149944	16.8399870649
australian share prices fell #.## percent monday after investor sentiment was rattled by speculation the central bank will raise interest rates this week , dealers said .	australian shares close down #.## percent	b## share prices fell #.## percent monday after investor sentiment was rattled by speculation the central bank will raise interest rates this week , dealers said .	<unk> share prices fall #.## percent	0.0168722867966	0.285790264606	16.8386421955
u.s. representative dennis hastert , the former speaker of the u.s. house who held the post during a tumultuous period of american history , has announced he will not seek re-election .	u.s. congressman hastert says he will not seek re-election	u.s. representative kazmir hastert , the former speaker of the u.s. house who held the post during a tumultuous period of american history , has announced he will not seek re-election .	us house speaker says he will not seek re-election	0.0109494924545	0.185916304588	16.825777777
dashing louisiana 's hopes that it would be the site of a public rapprochement between president bush and french president jacques chirac , representatives for both men said this week that they will not attend a ceremony marking the bicentennial of the louisiana purchase .	louisiana officials say they will not attend bicentennial ceremony	dashing u.s. 's hopes that it would be the site of a public rapprochement between president bush and french president jacques chirac , representatives for both men said this week that they will not attend a ceremony marking the bicentennial of the louisiana purchase .	u.s. officials say they wo n't attend louisiana bicentennial ceremony	0.00630098581314	0.107247769833	16.7548832263
-lrb- wap -rrb- editors this refers to UNK -lrb- lane , post -rrb- moved thursday .	<unk> editors move to <unk>	-lrb- ###-million-yuan -rrb- editors this refers to <unk> -lrb- lane , post -rrb- moved thursday .	the cox news service commentary budget	0.0388966798782	0.65243050456	16.7304115786
jurors visited phil spector 's mansion thursday to see the place where actress lana clarkson died , some of them sitting in a chair to mimic the position in which her body was found .	jurors visit phil spector s mansion to see actress lana clarkson	jurors visited reebok spector 's mansion thursday to see the place where actress lana clarkson died , some of them sitting in a chair to mimic the position in which her body was found .	jurors visit scene of clarkson s death	0.0190734267235	0.320210516453	16.7007453113
who 's going to hear `` you 're hired '' ? this time , donald trump is asking viewers to weigh in on his choice for the next winner of `` the apprentice .	donald trump s choice for donald trump	who 's going to hear `` you 're hired '' ? this time , comic trump is asking viewers to weigh in on his choice for the next winner of `` the apprentice .	comic trump wants to be next winner	0.021526992321	0.361007511616	16.6924510934
turkish authorities detained ## would-be immigrants attempting to cross into greece , paramilitary police in the provincial capital of edirne said thursday .	turkish authorities detain ## would-be immigrants	turkish authorities detained ## minister-elect immigrants attempting to cross into greece , paramilitary police in the provincial capital of <unk> said thursday .	## immigrants detained in turkey	0.0166149139404	0.277110636234	16.5786457066
turnout was heavy for parliamentary elections monday in trinidad and tobago after a month of intensive campaigning throughout the country , one of the most prosperous in the caribbean .	turnout heavy for parliamentary elections in trinidad and tobago	turnout was high wednesday parliamentary elections monday in trinidad and tobago after a month of intensive campaigning throughout tinder-dry country , one of the most prosperous in the caribbean .	turnout high in trinidad and tobago	0.0239476561546	0.398357093334	16.5653189139
in a land of magic and mystics , beyond the waves of the arabian sea , lives a hero whose soul will forever remain american .	a hero of magic and mystics	in a land of magic a\/s panesar , beyond the waves of the arabian sea , lives a hero whose soul will forever remain american .	in the land of magic	0.0244174599648	0.40500497818	16.519043113
president gloria macapagal arroyo 's spokesman released a pair of tapes monday as part of a pre-emptive effort to counter expected opposition claims that she fixed last year 's election .	philippine president s spokesman releases pair of <unk>	president gloria macapagal arroyo 's decision released a pair of tapes monday as part of a pre-emptive effort to counter expected opposition claims that she fixed last year 's election .	philippine president s decision to counter opposition raises questions about whether she fixed	0.0162156224251	0.267918229103	16.4209628124
long before making `` the terminator , '' arnold schwarzenegger was a young austrian bodybuilder hitting the books at santa monica college in the early ####s .	schwarzenegger 's terminator hits the books	long before making `` the mortar , '' nanjing schwarzenegger was a young austrian bodybuilder hitting the books at santa monica college in the early ####s .	young austrian star hits santa monica college	0.0284198522568	0.463028669357	16.2353109402
